volume_cm3,surface_area_cm2,aspect_ratio,num_faces,num_edges,num_holes,num_pockets,max_depth_mm,machinability,density,tolerance_factor,is_turning,is_milling,is_drilling,is_grinding,machining_time_min
121.41,698.15,1.644,1858,1008,13,6,38.4,1.0,2.7,1.0,0,1,1,0,63.32
48.67,266.32,11.851,735,2301,10,5,58.98,1.2,8.5,1.6,1,1,1,0,74.842
460.36,78.25,1.741,1884,1780,6,5,7.7,5.0,4.5,1.0,0,1,1,0,101.343
445.86,72.84,5.902,2323,1408,13,2,33.39,1.2,8.5,1.6,1,1,1,1,89.948
137.68,459.97,1.772,623,2691,14,0,6.11,0.5,1.05,1.0,0,1,1,0,5.827
40.63,756.92,2.61,1659,1820,9,2,17.8,1.2,8.5,1.25,0,1,1,1,41.43
358.9,404.75,9.281,2319,2551,10,5,35.87,1.8,7.85,1.6,1,1,1,0,179.956
63.65,503.41,4.584,1608,355,1,3,42.59,1.2,8.5,1.0,0,1,1,0,20.801
401.45,462.08,10.711,642,515,7,7,5.2,5.0,4.5,1.6,0,1,1,0,362.734
205.0,643.17,1.329,2098,1386,4,7,55.97,1.2,8.5,1.6,0,1,1,0,114.467
331.99,682.37,5.87,2010,2475,4,0,39.44,1.0,2.7,1.6,0,1,1,1,37.677
398.84,678.12,2.784,404,449,5,6,17.59,1.0,2.7,1.25,0,1,1,1,67.996
48.93,507.68,10.467,1360,1901,7,5,36.67,5.0,4.5,1.6,1,1,1,0,289.427
281.78,641.03,1.941,1974,1218,1,1,4.87,1.0,2.7,1.25,0,1,1,0,22.791
26.24,655.82,11.7,326,1038,13,6,55.76,1.2,8.5,1.25,0,1,1,0,96.584
198.83,52.26,16.538,760,2179,2,6,11.04,0.5,1.05,1.6,1,1,1,0,16.355
69.99,219.89,3.964,1687,221,12,2,20.77,0.5,1.05,1.0,1,1,1,0,9.0
31.01,510.59,4.504,1312,377,11,1,37.83,1.0,2.7,1.6,1,1,1,1,39.957
30.82,474.87,3.674,1657,605,5,4,7.92,5.0,4.5,1.6,1,1,1,1,179.396
343.4,51.9,2.374,1862,329,9,7,28.07,1.0,2.7,1.6,0,1,1,1,32.631
423.96,539.78,3.419,2260,1931,7,7,7.51,5.0,4.5,1.0,0,1,1,0,279.503
441.93,435.49,4.357,503,366,3,3,21.08,1.0,2.7,1.25,0,1,1,1,41.075
395.05,497.57,1.18,2393,1824,11,1,48.81,5.0,4.5,1.25,0,1,1,0,233.675
279.85,783.23,8.131,123,2875,9,1,49.74,0.5,1.05,1.0,1,1,1,0,25.022
379.83,184.91,23.915,787,2464,14,0,45.42,5.0,4.5,1.25,0,0,1,1,211.831
373.16,717.65,4.986,1731,2686,10,2,19.48,1.8,7.85,1.6,1,1,1,0,141.786
132.34,441.18,1.605,1014,1659,4,7,24.12,0.5,1.05,1.6,0,1,1,0,25.176
28.59,260.88,6.153,680,1487,12,1,22.28,1.0,2.7,1.6,0,1,1,1,25.577
428.3,161.61,2.29,2085,1569,12,4,15.54,1.8,7.85,1.0,0,1,1,0,43.144
470.29,51.86,3.481,1405,362,9,0,24.29,5.0,4.5,1.0,1,0,1,0,183.242
174.89,740.19,3.256,338,1834,14,6,10.68,0.5,1.05,1.0,1,1,1,0,27.082
393.17,420.35,3.904,603,1145,4,5,12.03,1.2,8.5,1.6,1,1,1,1,71.596
457.85,377.01,18.189,2062,224,1,0,11.28,0.5,1.05,1.6,1,1,1,0,33.69
407.11,695.84,14.223,1172,1478,7,2,17.05,1.8,7.85,1.6,1,1,1,1,138.429
139.69,733.76,2.767,123,2884,0,5,3.85,1.8,7.85,1.25,0,1,0,1,88.345
464.43,60.11,1.666,1141,2410,13,5,3.72,5.0,4.5,1.25,0,1,1,1,113.775
185.77,364.66,2.108,2448,693,1,7,49.67,0.5,1.05,1.6,0,1,1,1,27.098
267.47,764.79,1.771,1121,2617,0,3,50.88,1.2,8.5,1.25,0,1,0,1,52.607
453.69,427.39,18.024,904,2623,0,1,48.83,1.0,2.7,1.0,1,1,0,0,50.355
461.23,500.42,1.403,1457,1144,5,2,29.38,5.0,4.5,1.25,0,1,1,1,195.125
449.66,406.34,6.733,699,1388,7,7,57.22,1.2,8.5,1.25,1,1,1,1,115.496
133.36,438.2,12.506,1866,696,11,3,22.51,0.5,1.05,1.6,1,1,1,0,29.389
140.13,91.1,8.799,87,216,7,4,16.14,1.0,2.7,1.25,1,1,1,1,21.51
108.24,343.17,11.486,1202,2864,0,0,19.98,0.5,1.05,1.6,1,1,0,0,9.633
368.47,353.02,2.4,1496,1653,2,4,40.16,0.5,1.05,1.25,0,1,1,0,17.897
34.84,520.27,1.849,69,1343,8,5,18.2,1.2,8.5,1.6,0,1,1,0,64.009
59.34,664.06,16.529,2277,337,1,0,52.73,5.0,4.5,1.6,1,1,1,0,110.735
340.18,87.53,34.019,250,251,6,4,58.28,1.0,2.7,1.0,1,1,1,0,44.296
382.83,644.99,19.336,1829,2479,10,4,4.01,1.2,8.5,1.0,0,1,1,0,54.774
430.12,620.84,4.181,1528,2695,10,0,14.36,1.0,2.7,1.25,1,1,1,0,48.307
165.11,501.61,28.797,906,2007,0,5,18.75,1.8,7.85,1.25,1,1,0,1,89.736
349.61,254.74,4.73,2033,472,5,6,49.9,1.0,2.7,1.0,0,1,1,0,38.154
289.66,584.12,5.17,1954,980,3,7,17.98,1.8,7.85,1.25,1,1,1,0,149.961
182.19,612.74,20.252,1053,1002,10,2,32.68,1.0,2.7,1.6,1,1,1,1,63.453
45.65,657.11,4.202,2357,260,11,7,29.73,1.8,7.85,1.25,1,1,1,1,138.249
187.56,326.69,20.286,1700,855,2,4,12.91,1.8,7.85,1.0,1,1,1,0,55.019
373.49,759.48,2.023,1050,1849,11,2,5.82,0.5,1.05,1.6,0,1,1,1,30.535
31.09,713.17,46.083,901,1081,10,2,43.25,1.0,2.7,1.25,1,1,1,0,40.376
120.08,595.94,1.42,717,536,1,7,49.47,1.2,8.5,1.6,0,1,1,1,80.881
91.95,119.13,3.245,1214,1352,13,3,55.32,0.5,1.05,1.0,1,1,1,0,15.344
491.89,396.83,2.91,587,2345,3,5,14.91,1.2,8.5,1.25,0,1,1,1,53.723
414.75,56.62,2.068,2457,413,11,5,0.9,1.2,8.5,1.25,0,1,1,0,24.707
133.42,81.11,5.379,2298,1793,9,3,59.59,1.0,2.7,1.25,1,1,1,1,37.422
332.26,103.37,7.536,1738,866,12,4,16.98,1.8,7.85,1.0,1,1,1,0,67.921
85.16,82.64,2.555,493,688,9,7,22.76,1.0,2.7,1.0,0,1,1,0,14.381
103.62,378.66,14.524,119,2613,13,2,15.56,0.5,1.05,1.6,1,1,1,1,18.771
211.07,187.44,3.861,1391,203,6,2,59.23,5.0,4.5,1.25,1,1,1,1,165.932
255.25,479.01,3.318,1133,2148,11,3,15.95,0.5,1.05,1.25,1,1,1,1,24.267
37.2,725.55,2.05,1033,2037,11,4,42.61,5.0,4.5,1.25,0,1,1,1,277.221
133.38,594.68,2.947,1760,1930,1,0,26.94,0.5,1.05,1.6,0,1,1,1,10.728
207.15,693.6,2.369,150,2012,3,3,23.96,0.5,1.05,1.6,0,1,1,0,24.542
283.46,721.31,3.024,1605,1390,1,2,4.8,1.2,8.5,1.25,1,1,1,1,55.873
363.13,503.78,6.054,510,944,5,4,4.15,5.0,4.5,1.6,1,1,1,0,357.515
232.65,560.53,2.486,1964,813,2,0,55.52,1.8,7.85,1.25,0,1,1,0,37.102
258.11,289.91,1.843,193,1108,7,2,22.4,1.8,7.85,1.25,0,1,1,1,51.832
91.3,524.36,12.961,1877,415,0,3,39.46,1.8,7.85,1.25,1,1,0,0,46.402
366.36,686.99,8.357,1086,2066,8,3,43.5,5.0,4.5,1.25,0,1,1,1,288.719
439.71,467.53,13.348,75,1113,3,7,41.89,1.0,2.7,1.0,1,1,1,0,80.962
303.04,494.68,5.515,319,1572,2,2,12.34,5.0,4.5,1.25,1,1,1,1,246.538
144.99,449.77,1.461,175,2059,13,2,1.27,1.2,8.5,1.0,0,1,1,0,25.709
304.47,126.09,2.974,1071,1290,9,6,16.36,0.5,1.05,1.0,0,1,1,0,9.422
189.64,567.42,4.775,1968,378,9,3,6.35,0.5,1.05,1.25,0,1,1,1,16.588
316.25,95.22,4.353,2104,2907,13,5,35.73,1.8,7.85,1.0,0,1,1,0,58.209
432.16,148.82,2.782,1286,1061,13,7,51.71,1.8,7.85,1.0,0,1,1,0,71.267
145.16,483.36,2.876,936,2302,7,4,8.49,1.8,7.85,1.0,0,1,1,0,44.812
328.98,629.51,6.439,1378,2580,0,3,10.66,1.0,2.7,1.25,1,1,0,0,58.014
299.13,547.35,6.341,1762,2309,9,6,48.15,0.5,1.05,1.0,0,1,1,0,26.911
61.83,555.11,8.369,1906,2757,2,4,27.6,1.2,8.5,1.25,1,1,1,1,43.3
60.73,728.82,2.522,699,1603,2,0,43.72,5.0,4.5,1.0,0,1,1,0,62.899
245.69,734.31,2.926,1569,370,2,1,8.48,1.8,7.85,1.6,0,1,1,1,64.492
451.72,160.1,2.08,62,1782,3,2,17.92,1.0,2.7,1.6,0,1,1,0,34.123
279.15,517.71,13.263,1300,2194,9,1,38.96,5.0,4.5,1.25,1,1,1,1,277.915
353.35,293.25,2.585,1234,2086,0,5,0.49,1.8,7.85,1.25,0,1,0,1,61.097
74.65,408.35,2.218,130,2124,13,7,40.38,1.2,8.5,1.6,0,1,1,1,70.467
122.4,380.9,20.362,1551,2488,5,1,36.94,1.8,7.85,1.6,0,1,1,0,44.233
404.77,81.0,2.71,841,1478,12,4,54.48,5.0,4.5,1.0,0,1,1,0,176.065
41.18,569.16,2.961,992,2649,6,6,34.08,1.0,2.7,1.25,0,1,1,0,43.401
254.03,385.16,2.649,1558,2237,3,4,19.17,1.2,8.5,1.0,0,1,1,0,33.975
233.25,201.22,3.21,1668,2317,12,5,17.01,1.2,8.5,1.25,1,1,1,1,40.871
69.66,500.38,1.926,758,592,14,3,17.69,1.8,7.85,1.0,0,1,1,0,54.215
191.35,245.0,3.726,1837,2705,4,1,30.4,0.5,1.05,1.6,1,1,1,1,15.462
301.91,770.02,3.177,1229,2536,1,0,15.14,5.0,4.5,1.6,1,1,1,0,217.564
380.07,743.98,9.396,1807,1256,2,7,45.74,5.0,4.5,1.25,1,1,1,1,525.988
382.11,524.99,5.771,2406,2239,3,5,0.45,5.0,4.5,1.6,1,1,1,1,447.459
482.7,739.89,2.083,515,2480,6,2,28.26,1.8,7.85,1.6,0,1,1,0,117.996
451.35,257.05,8.754,1298,211,10,6,17.35,1.2,8.5,1.25,1,1,1,1,81.08
278.22,766.62,9.597,1889,2306,10,0,35.96,1.0,2.7,1.6,0,1,1,0,39.821
399.26,116.07,2.501,632,318,11,7,7.74,1.2,8.5,1.0,0,1,1,0,24.86
99.02,591.39,2.024,1768,915,1,6,31.6,1.8,7.85,1.6,0,1,1,1,119.084
457.61,311.66,2.915,1648,1852,11,0,11.56,0.5,1.05,1.0,0,1,1,0,10.636
306.47,280.92,1.968,2413,410,13,2,53.78,5.0,4.5,1.0,0,1,1,0,166.258
382.32,682.65,7.111,1864,445,10,6,2.28,1.2,8.5,1.6,1,1,1,0,123.886
403.4,624.5,1.378,2284,1980,0,4,20.22,1.8,7.85,1.25,0,1,0,1,83.338
164.95,264.45,2.361,75,2905,5,4,17.61,5.0,4.5,1.0,0,1,1,0,102.664
86.17,386.08,3.079,1603,1408,4,7,10.82,5.0,4.5,1.0,1,1,1,0,165.567
318.15,128.2,1.984,1923,1595,6,1,47.81,0.5,1.05,1.6,0,1,1,1,17.103
99.6,359.35,12.673,1807,2129,11,4,12.28,1.8,7.85,1.6,1,1,1,1,87.377
13.2,707.59,13.923,482,2915,4,0,11.08,0.5,1.05,1.0,1,1,1,0,4.672
371.16,623.88,33.385,738,2685,1,4,25.86,5.0,4.5,1.0,0,1,1,0,172.961
89.75,460.76,7.868,340,1833,9,5,23.71,1.0,2.7,1.0,1,1,1,0,37.881
377.75,383.39,4.945,183,2904,5,1,50.77,0.5,1.05,1.25,1,1,1,0,25.479
74.34,715.61,8.511,1063,2891,3,6,42.91,1.0,2.7,1.6,1,1,1,1,75.883
426.2,281.66,2.18,741,1899,2,6,55.48,1.2,8.5,1.0,0,1,1,0,37.969
33.12,322.05,11.141,926,914,13,7,34.55,1.2,8.5,1.25,1,1,1,0,50.331
63.14,555.56,3.696,143,535,10,0,5.99,0.5,1.05,1.6,0,1,1,0,8.439
399.74,325.0,3.91,1028,313,1,5,26.4,0.5,1.05,1.0,0,1,1,0,15.169
19.37,372.98,5.554,769,533,9,0,28.73,5.0,4.5,1.25,1,1,1,0,86.44
228.59,260.87,1.412,553,2430,12,1,47.12,1.8,7.85,1.6,0,1,1,0,90.014
312.38,559.24,1.811,2147,1886,3,4,3.35,1.2,8.5,1.25,0,1,1,1,49.114
92.57,406.69,9.124,2260,1438,9,7,29.18,1.2,8.5,1.25,1,1,1,1,66.606
20.38,331.62,6.322,709,2102,11,5,36.5,1.0,2.7,1.25,1,1,1,1,34.133
153.08,682.37,4.56,540,2618,3,1,53.34,5.0,4.5,1.25,1,1,1,0,197.682
382.23,372.94,3.276,2375,1054,12,5,45.36,5.0,4.5,1.25,1,1,1,0,320.655
154.29,149.57,2.18,795,192,1,4,53.72,0.5,1.05,1.0,0,1,1,0,7.168
267.05,224.2,1.506,1541,2654,0,3,11.02,1.8,7.85,1.6,0,1,0,1,51.57
479.37,796.74,13.524,1143,123,8,5,7.19,1.2,8.5,1.6,1,1,1,0,124.689
112.24,465.85,1.475,648,89,1,6,3.46,1.2,8.5,1.25,0,1,1,1,35.596
452.72,456.63,7.299,2247,148,6,4,27.67,5.0,4.5,1.0,1,1,1,0,346.361
171.79,172.65,16.769,1346,2220,11,4,18.72,1.2,8.5,1.6,0,1,1,1,36.398
426.9,248.44,3.829,2086,422,10,2,30.54,1.2,8.5,1.0,1,1,1,0,46.286
48.9,75.33,6.416,1661,253,7,4,6.27,0.5,1.05,1.6,1,1,1,1,7.771
285.47,73.09,3.861,1030,2732,6,4,56.44,1.0,2.7,1.0,0,1,1,0,22.298
82.88,108.75,7.766,1944,2821,12,6,44.63,1.8,7.85,1.25,1,1,1,0,58.85
343.19,499.66,1.826,1267,596,8,0,16.36,1.2,8.5,1.6,0,1,1,0,38.11
205.61,734.25,5.509,1398,2517,4,1,32.6,5.0,4.5,1.0,1,1,1,0,188.38
465.74,381.51,2.316,2393,2724,9,6,4.67,0.5,1.05,1.25,0,1,1,0,20.272
446.12,651.73,1.378,339,1356,5,4,59.16,1.0,2.7,1.0,0,1,1,0,52.56
105.24,428.08,1.622,1260,2053,7,7,43.66,1.2,8.5,1.6,0,1,1,1,82.369
270.95,344.37,12.108,1924,675,3,3,59.23,5.0,4.5,1.25,1,1,1,1,227.082
118.56,69.94,1.663,952,1908,4,0,17.04,1.8,7.85,1.6,0,0,1,1,17.782
296.3,582.92,3.418,744,2717,7,7,18.49,1.2,8.5,1.6,0,1,1,0,81.465
482.61,76.0,8.378,113,1456,5,1,23.72,0.5,1.05,1.0,0,1,1,0,10.226
473.97,572.06,3.456,817,2334,5,0,40.05,1.8,7.85,1.0,1,1,1,0,68.92
432.26,748.67,2.407,584,2340,4,3,55.61,1.2,8.5,1.25,0,1,1,1,68.723
79.8,114.42,3.041,1526,2209,3,5,7.51,0.5,1.05,1.25,0,1,1,1,6.648
497.02,292.28,17.224,767,1595,10,7,27.23,1.0,2.7,1.25,1,1,1,1,85.549
415.7,388.98,1.888,425,2793,1,4,17.06,0.5,1.05,1.25,0,1,1,1,19.802
62.31,360.92,14.026,72,2369,6,5,5.07,1.2,8.5,1.6,0,1,1,1,37.655
14.76,794.51,2.768,867,2036,11,3,39.48,1.2,8.5,1.0,0,1,1,0,53.752
97.93,367.78,1.385,2350,2446,2,3,34.52,1.0,2.7,1.0,0,1,1,0,19.295
167.83,783.26,1.463,383,2261,0,4,24.5,1.8,7.85,1.25,0,1,0,1,83.071
300.08,649.99,11.127,90,2223,14,1,29.6,5.0,4.5,1.6,0,1,1,0,264.069
221.28,415.68,12.07,2449,1628,7,6,16.94,1.2,8.5,1.0,1,1,1,0,48.999
269.88,692.05,1.932,2312,436,14,3,1.06,5.0,4.5,1.25,0,1,1,1,228.099
474.68,289.33,8.601,1971,1775,13,6,23.6,1.8,7.85,1.25,1,1,1,1,152.771
370.55,728.78,3.409,975,2794,14,2,14.05,1.8,7.85,1.0,1,1,1,0,86.427
386.39,605.09,3.362,298,188,1,1,16.29,1.0,2.7,1.25,1,1,1,0,41.494
27.41,108.64,8.45,1434,2666,5,4,23.78,1.2,8.5,1.0,1,1,1,0,11.458
103.4,309.24,2.501,1187,2469,12,5,15.13,0.5,1.05,1.6,0,1,1,1,16.365
128.7,118.73,12.608,372,1480,8,4,1.55,5.0,4.5,1.6,1,1,1,1,143.632
432.28,488.94,6.086,470,2015,14,7,47.47,1.2,8.5,1.6,1,1,1,1,143.614
364.85,483.97,2.654,1762,438,5,2,4.28,1.2,8.5,1.25,0,1,1,1,38.709
72.56,572.9,1.579,1649,2301,12,4,35.1,1.2,8.5,1.6,0,1,1,0,77.984
160.49,405.98,4.083,876,2137,0,5,27.38,1.0,2.7,1.25,1,1,0,1,34.987
15.41,453.44,7.716,1185,2791,0,5,4.79,0.5,1.05,1.6,0,1,0,0,16.138
23.51,80.05,4.549,158,2618,13,7,48.27,0.5,1.05,1.0,0,1,1,0,11.761
293.45,637.93,3.568,432,2964,7,6,3.06,5.0,4.5,1.0,1,1,1,0,306.22
119.86,352.51,2.256,727,846,14,7,19.33,0.5,1.05,1.0,0,1,1,0,18.212
131.66,430.66,5.967,2357,1543,11,3,39.82,1.8,7.85,1.25,0,1,1,1,75.045
358.32,507.99,3.195,402,434,10,5,59.94,1.2,8.5,1.6,0,1,1,1,98.854
469.18,72.43,5.911,1978,1116,0,1,28.24,1.8,7.85,1.25,0,1,0,1,34.228
481.8,456.59,6.589,623,1533,10,0,36.56,1.8,7.85,1.0,1,1,1,0,86.287
230.7,265.34,12.349,2233,385,2,3,6.77,5.0,4.5,1.25,0,1,1,0,87.94
15.35,97.9,12.004,1152,2692,8,5,29.68,1.2,8.5,1.6,1,1,1,1,29.987
467.25,134.48,3.405,810,2532,13,4,13.44,5.0,4.5,1.0,1,1,1,0,175.224
88.88,240.13,9.45,217,227,11,4,47.83,5.0,4.5,1.25,0,1,1,1,169.149
24.12,302.12,1.451,233,2494,4,4,13.67,0.5,1.05,1.6,0,1,1,1,12.734
337.2,765.44,6.303,817,1757,14,5,45.82,1.0,2.7,1.6,1,1,1,1,135.429
431.69,602.85,13.96,1558,2898,2,4,20.67,1.8,7.85,1.6,0,1,1,0,104.091
210.63,472.12,1.17,559,2687,10,3,18.01,1.8,7.85,1.0,0,1,1,0,47.174
428.47,690.18,3.124,141,2289,4,5,4.28,0.5,1.05,1.0,1,1,1,0,28.723
308.09,83.99,2.52,2216,2838,4,5,59.95,0.5,1.05,1.25,0,1,1,1,12.039
350.3,531.0,8.786,2207,2219,10,6,30.85,5.0,4.5,1.6,0,1,1,1,456.99
158.78,598.74,2.159,540,475,10,2,43.42,5.0,4.5,1.25,0,1,1,1,224.029
353.35,436.61,3.074,420,1669,11,0,20.36,5.0,4.5,1.0,0,1,1,0,110.619
353.02,617.15,5.064,867,889,5,7,2.6,0.5,1.05,1.6,1,1,1,0,56.022
173.61,309.47,4.341,2099,281,10,6,46.8,5.0,4.5,1.0,1,1,1,0,241.19
120.74,683.16,4.101,299,407,1,1,25.37,1.0,2.7,1.0,1,1,1,0,22.211
242.75,98.18,1.792,1704,643,8,0,3.23,0.5,1.05,1.25,0,1,1,1,6.424
131.28,289.14,7.004,1355,1015,8,4,19.69,5.0,4.5,1.25,0,1,1,1,117.423
173.59,231.03,1.654,519,2284,1,1,42.38,1.2,8.5,1.25,0,1,1,1,17.503
258.72,320.96,1.859,2055,1373,10,6,30.68,1.8,7.85,1.0,0,1,1,0,62.408
443.34,583.86,2.76,508,137,13,4,36.63,1.8,7.85,1.0,0,1,1,0,87.311
405.24,104.89,13.716,787,1497,13,5,20.54,0.5,1.05,1.0,1,1,1,0,20.462
389.44,227.84,10.496,2440,1338,4,1,13.95,1.8,7.85,1.6,1,1,1,1,107.992
45.07,312.78,3.324,1270,568,14,4,55.64,0.5,1.05,1.6,0,1,1,1,30.136
174.57,351.04,5.014,646,2417,1,4,44.48,0.5,1.05,1.6,0,1,1,0,18.73
232.14,524.26,1.807,1559,954,5,7,43.94,0.5,1.05,1.6,0,1,1,0,36.676
360.9,524.02,10.552,1195,202,7,4,29.78,1.0,2.7,1.25,1,1,1,1,74.08
380.72,545.47,2.978,1235,2529,1,1,54.91,1.2,8.5,1.0,0,1,1,0,24.99
224.34,208.27,4.626,810,89,9,2,18.25,1.0,2.7,1.0,1,1,1,0,22.037
208.82,787.25,1.357,1676,2094,5,4,49.3,1.0,2.7,1.25,0,1,1,0,54.437
111.37,241.55,33.127,705,1319,2,2,23.26,5.0,4.5,1.25,1,1,1,1,103.74
347.66,652.65,4.108,1618,775,8,7,45.64,5.0,4.5,1.0,1,1,1,0,395.068
373.97,761.39,3.762,1077,432,7,0,15.91,1.2,8.5,1.6,1,1,1,1,61.571
189.46,282.76,1.868,2305,2668,6,4,39.49,0.5,1.05,1.25,0,1,1,1,14.906
91.86,295.14,2.462,2144,2236,7,1,19.2,1.8,7.85,1.6,0,1,1,0,37.422
100.18,75.53,47.666,632,2312,13,3,32.87,5.0,4.5,1.0,1,1,1,0,123.909
94.55,397.36,2.654,1165,1325,14,6,35.7,1.0,2.7,1.0,0,1,1,0,42.639
234.03,404.31,5.426,1462,277,1,5,20.94,1.8,7.85,1.6,0,1,1,1,81.36
447.83,667.31,2.72,851,2473,5,7,1.02,1.8,7.85,1.6,0,1,1,1,169.108
193.62,118.31,2.77,1080,420,0,7,20.91,1.8,7.85,1.25,0,1,0,1,32.254
63.33,636.49,7.249,202,2863,11,7,34.57,1.8,7.85,1.0,0,1,1,0,115.285
113.86,505.62,2.103,500,2893,6,1,24.87,1.8,7.85,1.0,0,1,1,0,29.772
130.48,351.43,6.675,2317,1070,10,5,4.97,1.2,8.5,1.6,1,1,1,1,63.124
110.26,463.34,15.687,588,1086,0,7,9.44,1.0,2.7,1.0,0,1,0,0,30.664
202.65,161.94,18.387,1564,185,13,4,37.49,1.0,2.7,1.25,0,1,1,1,35.772
205.06,765.88,6.939,2118,2504,3,5,45.61,1.2,8.5,1.0,0,1,1,0,56.618
125.47,533.61,4.549,2227,2096,1,7,26.88,1.8,7.85,1.0,1,1,1,0,77.949
41.96,66.08,11.477,2222,608,11,2,53.48,1.0,2.7,1.6,0,1,1,1,32.112
436.38,569.85,4.334,1578,2329,1,2,20.27,0.5,1.05,1.6,0,1,1,1,23.351
184.94,75.34,6.263,2395,2034,13,4,8.79,1.0,2.7,1.25,1,1,1,1,28.568
82.9,795.75,9.056,2075,2052,2,2,44.41,1.0,2.7,1.25,0,1,1,0,25.485
204.04,75.71,5.37,1869,1895,11,2,33.3,1.0,2.7,1.0,1,1,1,0,27.639
164.21,196.39,2.569,2411,454,0,2,44.68,5.0,4.5,1.6,0,1,0,0,79.952
238.6,643.37,1.911,1183,1736,12,0,57.46,1.0,2.7,1.0,0,1,1,0,28.709
73.0,691.49,14.796,75,1708,3,1,26.53,1.0,2.7,1.6,1,1,1,0,34.862
355.74,320.96,2.404,702,2962,2,0,16.28,1.8,7.85,1.6,0,1,1,0,49.719
264.79,245.74,4.864,1773,652,1,0,57.15,1.8,7.85,1.0,0,0,1,0,20.514
381.71,250.27,3.148,777,1809,5,4,58.13,5.0,4.5,1.0,1,1,1,0,213.8
65.12,575.62,33.292,2181,2372,10,5,44.05,1.0,2.7,1.0,1,1,1,0,52.5
340.8,530.89,1.968,1325,1991,6,4,27.71,5.0,4.5,1.6,0,1,1,1,326.222
125.54,496.57,3.897,1386,2311,0,7,25.54,5.0,4.5,1.25,1,1,0,1,266.023
364.1,482.92,6.396,2428,183,1,1,52.58,1.8,7.85,1.6,1,1,1,1,122.961
250.54,442.14,2.636,159,373,10,3,33.82,0.5,1.05,1.0,0,1,1,0,17.972
185.37,397.02,2.972,744,1611,1,6,5.78,0.5,1.05,1.6,0,1,1,1,20.221
366.93,708.2,10.856,2446,2252,9,0,10.18,1.0,2.7,1.0,1,1,1,0,34.423
445.82,764.13,1.537,2131,1703,10,5,56.17,0.5,1.05,1.0,0,1,1,0,35.309
175.37,194.77,22.666,1638,1411,1,2,5.72,0.5,1.05,1.0,1,1,1,0,8.229
318.9,476.99,10.014,2257,1911,13,4,48.71,1.8,7.85,1.25,0,1,1,0,110.176
363.58,294.1,3.011,103,245,3,1,50.98,1.8,7.85,1.6,1,1,1,1,83.794
89.0,699.13,2.143,1164,2192,9,4,1.04,1.0,2.7,1.6,0,1,1,1,56.613
14.44,207.42,16.968,580,898,1,7,35.33,1.0,2.7,1.0,1,1,1,0,17.835
378.13,588.77,9.51,1494,846,1,2,57.7,0.5,1.05,1.6,1,1,1,1,32.936
170.24,301.3,1.675,1896,1267,7,7,10.65,1.2,8.5,1.25,0,1,1,0,44.818
491.1,68.01,2.918,835,1082,13,5,51.84,0.5,1.05,1.0,0,1,1,0,18.393
54.01,161.4,1.362,174,577,12,3,8.39,1.2,8.5,1.6,0,1,1,1,17.284
496.13,341.53,3.5,291,1158,5,6,25.0,1.0,2.7,1.0,1,1,1,0,52.449
438.34,476.04,13.338,857,875,7,2,34.14,5.0,4.5,1.25,1,1,1,1,291.38
42.0,777.54,3.82,1943,2679,4,2,32.91,1.2,8.5,1.0,1,1,1,0,31.484
493.59,292.96,17.136,1254,406,0,2,55.29,0.5,1.05,1.0,1,1,0,0,22.104
231.06,248.79,4.293,530,2083,9,3,48.39,1.2,8.5,1.0,1,1,1,0,39.937
89.96,241.97,2.527,997,2253,12,7,21.32,5.0,4.5,1.0,0,1,1,0,141.098
201.84,698.65,3.371,919,2652,9,0,28.91,1.2,8.5,1.0,1,1,1,0,30.208
199.05,215.34,3.943,322,329,10,0,25.94,0.5,1.05,1.0,0,0,1,0,7.246
154.09,58.33,3.794,2201,2961,7,3,52.18,1.2,8.5,1.25,0,1,1,0,28.396
495.27,730.71,4.907,1437,1810,12,1,34.51,5.0,4.5,1.6,0,1,1,1,343.849
283.8,170.9,8.212,1346,1541,4,1,25.64,1.0,2.7,1.0,1,1,1,0,30.089
247.06,150.93,1.088,504,252,14,0,47.82,5.0,4.5,1.25,0,1,1,0,199.746
485.65,433.06,2.036,782,572,7,7,26.71,1.0,2.7,1.25,0,1,1,1,62.753
110.76,146.01,2.408,1706,1508,12,0,0.26,5.0,4.5,1.25,0,1,1,0,56.122
476.13,744.27,3.053,582,383,10,7,40.28,0.5,1.05,1.6,0,1,1,1,73.099
378.21,351.37,6.772,2253,1689,5,1,48.02,5.0,4.5,1.6,1,1,1,1,348.222
143.62,139.62,6.115,641,1671,11,4,32.26,1.2,8.5,1.0,0,1,1,0,26.308
99.99,590.11,1.995,1347,2760,8,0,47.86,0.5,1.05,1.25,0,1,1,1,14.383
81.23,754.4,3.037,101,926,3,0,23.69,5.0,4.5,1.25,1,1,1,1,89.871
269.44,330.89,2.752,2287,2445,10,3,19.76,1.8,7.85,1.0,0,1,1,0,41.204
20.67,477.14,38.054,1659,2833,14,1,6.78,1.2,8.5,1.6,1,1,1,1,28.714
260.79,461.89,13.034,1682,1215,2,4,39.54,5.0,4.5,1.0,1,1,1,0,209.323
339.23,770.48,1.309,1652,1730,10,7,33.96,1.0,2.7,1.6,0,1,1,1,114.852
403.73,209.95,2.858,822,929,6,1,37.75,1.2,8.5,1.6,0,1,1,1,44.268
272.5,696.06,2.838,469,2598,4,3,8.99,1.0,2.7,1.25,0,1,1,0,41.732
